transaction_date,area,property_type,bedrooms,size_sqft,off_plan,price_aed,annual_rent_aed
2020-10-07,Dubai Hills Estate,Apartment,1,838.0,False,1141000.0,76700.0
2020-10-08,Jumeirah Lake Towers,Apartment,1,852.0,False,764000.0,52600.0
2020-10-08,Dubai South,Apartment,3,1725.0,False,1245000.0,86700.0
2020-10-08,Dubai South,Villa,5,3357.0,False,2014000.0,138500.0
2020-10-08,Palm Jumeirah,Apartment,0,419.0,True,892000.0,44400.0
2020-10-09,International City,Apartment,0,381.0,False,150000.0,13400.0
2020-10-10,Jumeirah Lake Towers,Apartment,1,884.0,False,836000.0,52900.0
2020-10-10,Dubai South,Villa,6,4547.0,True,2317000.0,155700.0
2020-10-10,Dubai Marina,Apartment,1,825.0,False,1254000.0,82200.0
2020-10-10,International City,Apartment,3,1581.0,False,732000.0,60500.0
2020-10-11,Jumeirah Village Circle,Apartment,2,1313.0,False,1056000.0,83600.0
2020-10-11,Business Bay,Apartment,2,1327.0,True,2106000.0,155800.0
2020-10-11,Dubai South,Apartment,0,357.0,False,214000.0,19500.0
2020-10-12,Arabian Ranches,Townhouse,5,3258.0,False,3487000.0,152300.0
2020-10-12,International City,Apartment,2,1439.0,False,599000.0,52700.0
2020-10-12,Dubai Marina,Apartment,2,1192.0,False,1717000.0,117200.0
2020-10-12,Business Bay,Apartment,3,2112.0,False,3176000.0,176800.0
2020-10-13,Business Bay,Apartment,0,484.0,False,749000.0,45800.0
2020-10-13,Business Bay,Apartment,3,1296.0,True,1815000.0,114400.0
2020-10-13,Dubai South,Apartment,2,1536.0,True,1306000.0,97100.0
2020-10-13,Dubai Hills Estate,Villa,6,4469.0,False,6085000.0,314300.0
2020-10-13,Downtown Dubai,Apartment,0,443.0,False,985000.0,55200.0
2020-10-14,Arabian Ranches,Apartment,2,1316.0,False,1253000.0,60300.0
2020-10-14,Jumeirah Village Circle,Apartment,1,835.0,True,625000.0,49800.0
2020-10-14,Dubai South,Villa,3,3032.0,False,2052000.0,165900.0
2020-10-14,Downtown Dubai,Apartment,1,895.0,False,1728000.0,116900.0
2020-10-14,Dubai Hills Estate,Apartment,0,470.0,False,597000.0,40800.0
2020-10-14,Dubai Marina,Apartment,2,1464.0,True,1997000.0,147600.0
2020-10-14,Jumeirah Village Circle,Apartment,3,1964.0,False,1522000.0,108200.0
2020-10-15,Dubai Hills Estate,Apartment,0,539.0,False,739000.0,38200.0
2020-10-15,Business Bay,Apartment,2,1173.0,False,1550000.0,98400.0
2020-10-15,International City,Apartment,0,648.0,False,215000.0,18900.0
2020-10-15,Palm Jumeirah,Apartment,1,956.0,False,1702000.0,99800.0
2020-10-15,International City,Apartment,0,412.0,False,143000.0,12600.0
2020-10-16,Business Bay,Apartment,0,340.0,False,518000.0,41100.0
2020-10-16,Dubai Hills Estate,Apartment,3,1296.0,True,1531000.0,91100.0
2020-10-16,International City,Apartment,2,1327.0,False,650000.0,64000.0
2020-10-17,International City,Apartment,3,1887.0,False,748000.0,66100.0
2020-10-18,Palm Jumeirah,Apartment,0,370.0,False,819000.0,45400.0
2020-10-18,Arabian Ranches,Villa,5,3842.0,False,3537000.0,177200.0
2020-10-19,Arabian Ranches,Villa,4,3722.0,False,3605000.0,204800.0
2020-10-19,Palm Jumeirah,Apartment,1,873.0,True,1623000.0,78600.0
2020-10-19,Business Bay,Apartment,2,1236.0,False,1853000.0,104800.0
2020-10-19,Dubai Marina,Apartment,2,1215.0,False,1758000.0,121700.0
2020-10-19,Dubai Marina,Apartment,3,1499.0,True,1746000.0,107400.0
2020-10-19,Dubai Marina,Apartment,1,906.0,False,1441000.0,93500.0
2020-10-19,Arabian Ranches,Apartment,1,838.0,False,975000.0,61400.0
2020-10-20,Dubai South,Apartment,3,1700.0,False,1150000.0,86300.0
2020-10-20,Dubai South,Apartment,0,486.0,False,398000.0,36700.0
2020-10-21,Arabian Ranches,Villa,4,3449.0,True,2735000.0,145100.0
2020-10-21,Jumeirah Village Circle,Apartment,2,1345.0,True,1067000.0,68600.0
2020-10-21,Jumeirah Lake Towers,Apartment,3,1961.0,False,2129000.0,147700.0
2020-10-22,International City,Apartment,2,1322.0,True,556000.0,53600.0
2020-10-22,Jumeirah Lake Towers,Apartment,3,1705.0,True,1571000.0,115000.0
2020-10-22,Jumeirah Lake Towers,Apartment,1,958.0,False,768000.0,59500.0
2020-10-22,Business Bay,Apartment,0,546.0,False,695000.0,46800.0
2020-10-22,Dubai Hills Estate,Apartment,2,1141.0,False,1705000.0,82100.0
2020-10-23,Dubai Hills Estate,Apartment,0,505.0,False,631000.0,39300.0
2020-10-23,International City,Apartment,1,642.0,False,240000.0,20600.0
2020-10-23,Dubai South,Apartment,1,783.0,False,513000.0,37200.0
2020-10-24,Palm Jumeirah,Apartment,1,763.0,False,1490000.0,69700.0
2020-10-25,International City,Apartment,2,1492.0,False,618000.0,52900.0
2020-10-25,Dubai South,Apartment,2,1368.0,True,859000.0,60500.0
2020-10-26,Dubai Marina,Apartment,1,847.0,False,1185000.0,84200.0
2020-10-26,Jumeirah Lake Towers,Apartment,2,1166.0,False,996000.0,73600.0
2020-10-26,Dubai Hills Estate,Apartment,3,1636.0,False,2800000.0,148400.0
2020-10-26,Dubai Marina,Apartment,1,820.0,False,986000.0,61500.0
2020-10-26,Dubai Hills Estate,Apartment,3,1591.0,True,1785000.0,97200.0
2020-10-26,Arabian Ranches,Apartment,2,1316.0,False,1296000.0,74600.0
2020-10-26,Dubai Hills Estate,Apartment,0,496.0,False,635000.0,37700.0
2020-10-27,Dubai Marina,Apartment,2,1312.0,True,1597000.0,104200.0
2020-10-27,Dubai South,Apartment,0,487.0,False,251000.0,20200.0
2020-10-27,Downtown Dubai,Apartment,0,424.0,False,840000.0,53600.0
2020-10-27,Jumeirah Village Circle,Apartment,0,376.0,False,253000.0,19700.0
2020-10-27,Arabian Ranches,Townhouse,4,2628.0,True,1797000.0,107900.0
2020-10-27,Jumeirah Lake Towers,Apartment,0,432.0,False,318000.0,20100.0
2020-10-27,International City,Apartment,2,1199.0,True,521000.0,50500.0
2020-10-28,Jumeirah Village Circle,Apartment,3,1573.0,False,1410000.0,107600.0
2020-11-01,Arabian Ranches,Apartment,1,828.0,False,736000.0,39900.0
2020-11-01,Arabian Ranches,Apartment,3,1896.0,False,2011000.0,103600.0
2020-11-01,Dubai Hills Estate,Apartment,2,1150.0,False,1618000.0,113200.0
2020-11-01,Jumeirah Lake Towers,Apartment,1,1163.0,False,1302000.0,94600.0
2020-11-02,Dubai South,Apartment,0,522.0,False,276000.0,22000.0
2020-11-02,Business Bay,Apartment,3,1914.0,False,2992000.0,193100.0
2020-11-03,Jumeirah Village Circle,Apartment,1,856.0,False,780000.0,55100.0
2020-11-03,Dubai Marina,Apartment,0,628.0,True,859000.0,55500.0
2020-11-03,Palm Jumeirah,Apartment,3,1515.0,True,3340000.0,161900.0
2020-11-03,Downtown Dubai,Apartment,0,390.0,True,786000.0,42700.0
2020-11-04,Dubai South,Apartment,0,325.0,False,208000.0,13600.0
2020-11-04,International City,Apartment,2,1252.0,False,583000.0,58600.0
2020-11-04,Dubai Hills Estate,Apartment,1,722.0,False,994000.0,57900.0
2020-11-04,Jumeirah Lake Towers,Apartment,2,1575.0,False,1354000.0,112600.0
2020-11-04,Dubai South,Apartment,1,902.0,False,670000.0,45100.0
2020-11-04,Business Bay,Apartment,1,1037.0,False,1594000.0,105200.0
2020-11-05,Arabian Ranches,Apartment,2,1207.0,True,1199000.0,65900.0
2020-11-05,Palm Jumeirah,Apartment,0,495.0,False,1215000.0,65700.0
2020-11-05,Arabian Ranches,Villa,4,4569.0,False,5223000.0,310500.0
2020-11-05,Jumeirah Village Circle,Apartment,1,867.0,False,732000.0,53700.0
2020-11-05,Jumeirah Village Circle,Apartment,1,966.0,False,753000.0,58000.0
2020-11-06,Palm Jumeirah,Apartment,1,854.0,False,2011000.0,87000.0
2020-11-06,Dubai South,Apartment,3,1374.0,False,905000.0,74800.0
2020-11-06,Palm Jumeirah,Apartment,0,553.0,False,1434000.0,65500.0
2020-11-06,Dubai Marina,Apartment,1,960.0,False,1706000.0,118700.0
2020-11-06,Dubai Hills Estate,Townhouse,6,4187.0,False,5757000.0,367600.0
2020-11-06,Palm Jumeirah,Apartment,3,1528.0,False,3362000.0,173500.0
2020-11-06,Dubai South,Apartment,0,516.0,False,400000.0,37000.0
2020-11-06,International City,Apartment,1,716.0,False,307000.0,29000.0
2020-11-06,Jumeirah Village Circle,Apartment,2,1244.0,False,788000.0,62900.0
2020-11-07,Downtown Dubai,Apartment,0,542.0,False,1047000.0,57300.0
2020-11-07,Arabian Ranches,Apartment,1,718.0,False,662000.0,46100.0
2020-11-08,Arabian Ranches,Apartment,1,944.0,False,1048000.0,51700.0
2020-11-09,Jumeirah Lake Towers,Townhouse,4,3003.0,False,2698000.0,155400.0
2020-11-09,Downtown Dubai,Apartment,1,719.0,True,1410000.0,75400.0
2020-11-09,Business Bay,Apartment,2,1284.0,False,1610000.0,125200.0
2020-11-09,Arabian Ranches,Apartment,3,1676.0,False,1747000.0,92800.0
2020-11-09,Downtown Dubai,Apartment,2,1411.0,True,3440000.0,159800.0
2020-11-09,International City,Apartment,3,1633.0,False,653000.0,49400.0
2020-11-10,Dubai Marina,Apartment,1,706.0,True,1021000.0,54100.0
2020-11-10,Downtown Dubai,Apartment,3,1359.0,True,2603000.0,132900.0
2020-11-10,Business Bay,Apartment,0,390.0,False,484000.0,30200.0
2020-11-10,International City,Apartment,3,1753.0,False,740000.0,63100.0
2020-11-10,Dubai South,Villa,4,3659.0,False,2475000.0,177600.0
2020-11-10,Dubai Marina,Apartment,1,777.0,False,1329000.0,81800.0
2020-11-11,Jumeirah Lake Towers,Apartment,0,424.0,False,363000.0,22000.0
2020-11-11,Jumeirah Lake Towers,Apartment,0,315.0,False,262000.0,17800.0
2020-11-12,Jumeirah Village Circle,Apartment,2,1268.0,False,1100000.0,88800.0
2020-11-12,Downtown Dubai,Apartment,1,811.0,True,1638000.0,91900.0
2020-11-12,Dubai South,Apartment,3,1488.0,False,893000.0,60300.0
2020-11-13,Arabian Ranches,Villa,4,3337.0,True,3240000.0,197200.0
2020-11-14,Business Bay,Apartment,2,1229.0,True,1765000.0,110700.0
2020-11-14,Palm Jumeirah,Apartment,3,2066.0,False,5334000.0,323600.0
2020-11-14,International City,Apartment,3,1921.0,False,724000.0,61500.0
2020-11-15,Palm Jumeirah,Apartment,1,734.0,False,1872000.0,91000.0
2020-11-15,Business Bay,Apartment,3,1701.0,False,2230000.0,143200.0
2020-11-15,Jumeirah Village Circle,Apartment,3,1810.0,True,1248000.0,111300.0
2020-11-15,Business Bay,Apartment,2,1326.0,False,1852000.0,104100.0
2020-11-15,Dubai Marina,Apartment,1,850.0,False,1007000.0,47800.0
2020-11-16,Dubai Hills Estate,Townhouse,6,4161.0,True,4488000.0,264100.0
2020-11-16,Jumeirah Village Circle,Apartment,0,531.0,True,441000.0,33300.0
2020-11-16,Dubai Marina,Apartment,0,520.0,False,900000.0,54400.0
2020-11-16,Dubai Marina,Apartment,1,802.0,False,1190000.0,95600.0
2020-11-16,Palm Jumeirah,Apartment,0,429.0,False,1194000.0,58700.0
2020-11-17,Jumeirah Village Circle,Apartment,1,771.0,False,647000.0,51200.0
2020-11-17,Jumeirah Lake Towers,Apartment,2,1357.0,False,1056000.0,73500.0
2020-11-17,Dubai Hills Estate,Townhouse,5,3971.0,True,6498000.0,364600.0
2020-11-17,International City,Apartment,3,1806.0,False,636000.0,51700.0
2020-11-18,Palm Jumeirah,Apartment,2,1551.0,True,4446000.0,245500.0
2020-11-18,Dubai Marina,Apartment,0,403.0,False,540000.0,31300.0
2020-11-18,Arabian Ranches,Apartment,1,780.0,True,748000.0,37500.0
2020-11-18,Dubai South,Apartment,0,558.0,False,352000.0,26600.0
2020-11-18,Arabian Ranches,Apartment,2,1368.0,False,1139000.0,51000.0
2020-11-19,Dubai Marina,Apartment,1,609.0,False,870000.0,66700.0
2020-11-19,Dubai Marina,Townhouse,3,2555.0,True,3352000.0,233900.0
2020-11-19,Dubai Marina,Apartment,2,1493.0,True,1918000.0,139900.0
2020-11-20,Arabian Ranches,Apartment,1,749.0,False,920000.0,53200.0
2020-11-20,Downtown Dubai,Apartment,1,788.0,True,1479000.0,92000.0
2020-11-20,Dubai South,Apartment,0,356.0,True,176000.0,11700.0
2020-11-20,Dubai South,Apartment,1,844.0,False,628000.0,51700.0
2020-11-20,Dubai Marina,Apartment,1,792.0,False,1090000.0,80000.0
2020-11-20,Dubai South,Villa,6,4156.0,False,2529000.0,170800.0
2020-11-21,Dubai Marina,Apartment,2,1398.0,False,2143000.0,150200.0
2020-11-21,Downtown Dubai,Apartment,0,494.0,False,1085000.0,56500.0
2020-11-21,Dubai South,Villa,5,4593.0,False,2804000.0,192400.0
2020-11-21,Dubai Hills Estate,Apartment,1,1015.0,True,1428000.0,74800.0
2020-11-22,Dubai Marina,Apartment,2,1292.0,True,1794000.0,108200.0
2020-11-22,Arabian Ranches,Apartment,0,604.0,True,574000.0,36900.0
2020-11-22,Palm Jumeirah,Apartment,2,1268.0,False,2469000.0,125100.0
2020-11-22,Dubai Marina,Apartment,0,545.0,True,787000.0,46200.0
2020-11-22,Jumeirah Village Circle,Apartment,3,1943.0,True,1434000.0,132000.0
2020-11-23,Palm Jumeirah,Townhouse,6,3554.0,False,8487000.0,393200.0
2020-11-23,Jumeirah Village Circle,Apartment,1,1062.0,True,883000.0,74400.0
2020-11-23,Dubai South,Villa,5,3388.0,False,1936000.0,148600.0
2020-11-23,Palm Jumeirah,Apartment,2,1482.0,False,3954000.0,194500.0
2020-11-24,Jumeirah Lake Towers,Apartment,2,1279.0,False,950000.0,70200.0
2020-11-25,Palm Jumeirah,Townhouse,6,4100.0,True,8598000.0,408600.0
2020-11-25,Arabian Ranches,Apartment,1,686.0,False,639000.0,33400.0
2020-11-25,Business Bay,Apartment,2,1345.0,False,1842000.0,133000.0
2020-11-26,Jumeirah Village Circle,Apartment,0,364.0,False,277000.0,21800.0
2020-11-26,Dubai South,Apartment,2,1251.0,False,744000.0,57400.0
2020-11-27,Dubai South,Townhouse,3,2528.0,False,1694000.0,118200.0
2020-11-27,Arabian Ranches,Apartment,3,1657.0,False,1275000.0,82800.0
2020-11-27,Palm Jumeirah,Apartment,2,1152.0,True,3324000.0,171200.0
2020-11-27,Arabian Ranches,Apartment,3,1595.0,True,1463000.0,72200.0
2020-11-28,Jumeirah Lake Towers,Apartment,1,779.0,True,878000.0,68100.0
2020-11-28,Jumeirah Village Circle,Apartment,3,1723.0,True,1600000.0,117600.0
2020-11-28,Palm Jumeirah,Apartment,3,1894.0,False,4282000.0,221400.0
2020-11-28,Jumeirah Village Circle,Apartment,3,1775.0,True,1788000.0,152600.0
2020-11-28,Downtown Dubai,Apartment,1,741.0,True,1192000.0,63900.0
2020-12-01,Jumeirah Village Circle,Apartment,2,1494.0,False,1211000.0,98100.0
2020-12-01,Arabian Ranches,Townhouse,6,4408.0,False,3726000.0,246500.0
2020-12-01,Palm Jumeirah,Apartment,2,1590.0,False,3923000.0,184300.0
2020-12-01,Downtown Dubai,Apartment,3,1713.0,False,2915000.0,174600.0
2020-12-01,Arabian Ranches,Villa,5,4264.0,False,5506000.0,251700.0
2020-12-01,Dubai South,Apartment,1,899.0,True,646000.0,51100.0
2020-12-02,International City,Apartment,1,959.0,True,377000.0,30600.0
2020-12-02,International City,Apartment,3,1757.0,False,738000.0,75200.0
2020-12-03,Dubai Hills Estate,Apartment,2,1646.0,True,2100000.0,127200.0
2020-12-05,Dubai South,Apartment,3,1607.0,False,1182000.0,111400.0
2020-12-05,Dubai Marina,Townhouse,5,3305.0,False,5471000.0,345900.0
2020-12-05,Arabian Ranches,Apartment,1,853.0,False,872000.0,52000.0
2020-12-06,Business Bay,Apartment,0,349.0,False,429000.0,27500.0
2020-12-07,Jumeirah Village Circle,Apartment,1,768.0,False,640000.0,50100.0
2020-12-07,Downtown Dubai,Apartment,1,695.0,True,1222000.0,68800.0
2020-12-07,Palm Jumeirah,Apartment,1,901.0,False,2133000.0,112900.0
2020-12-07,Jumeirah Village Circle,Apartment,0,527.0,False,443000.0,42300.0
2020-12-07,Business Bay,Apartment,3,1408.0,False,2467000.0,138000.0
2020-12-08,International City,Apartment,2,1199.0,False,447000.0,42800.0
2020-12-08,Downtown Dubai,Apartment,0,486.0,False,759000.0,47900.0
2020-12-09,Jumeirah Lake Towers,Apartment,1,846.0,True,697000.0,46600.0
2020-12-09,Jumeirah Lake Towers,Apartment,1,837.0,False,1087000.0,95400.0
2020-12-09,Palm Jumeirah,Villa,6,4133.0,False,11697000.0,540100.0
2020-12-10,Business Bay,Apartment,2,1305.0,True,1662000.0,104300.0
2020-12-10,Dubai Marina,Apartment,2,1064.0,False,1292000.0,90200.0
2020-12-10,Arabian Ranches,Villa,3,3106.0,False,2772000.0,171000.0
2020-12-10,Business Bay,Apartment,2,1382.0,True,1588000.0,99500.0
2020-12-10,Dubai Marina,Apartment,2,1178.0,True,1526000.0,102500.0
2020-12-12,Jumeirah Village Circle,Apartment,0,355.0,True,303000.0,23500.0
2020-12-12,International City,Apartment,3,1628.0,False,831000.0,65000.0
2020-12-12,Dubai Hills Estate,Apartment,0,537.0,False,648000.0,42900.0
2020-12-12,Palm Jumeirah,Apartment,1,830.0,False,1685000.0,94300.0
2020-12-13,Arabian Ranches,Apartment,1,815.0,True,805000.0,46500.0
2020-12-13,International City,Apartment,1,933.0,False,360000.0,29600.0
2020-12-14,Arabian Ranches,Townhouse,4,2887.0,False,3133000.0,131300.0
2020-12-14,Arabian Ranches,Apartment,3,1669.0,True,1819000.0,110700.0
2020-12-15,Business Bay,Apartment,0,410.0,False,480000.0,35800.0
2020-12-15,Dubai Hills Estate,Apartment,0,511.0,True,634000.0,36400.0
2020-12-15,Dubai Marina,Apartment,3,1782.0,True,2601000.0,172200.0
2020-12-15,Jumeirah Village Circle,Apartment,1,758.0,False,443000.0,35200.0
2020-12-16,Business Bay,Apartment,0,495.0,False,786000.0,48300.0
2020-12-16,Dubai South,Apartment,1,1071.0,True,552000.0,39200.0
2020-12-17,Dubai Hills Estate,Apartment,1,897.0,False,1309000.0,85100.0
2020-12-18,Jumeirah Village Circle,Apartment,2,1282.0,False,881000.0,71700.0
2020-12-18,Dubai Hills Estate,Apartment,1,1079.0,False,1516000.0,96200.0
2020-12-18,Dubai Marina,Apartment,3,1536.0,False,2545000.0,171400.0
2020-12-18,Dubai Hills Estate,Apartment,3,1990.0,False,3010000.0,216200.0
2020-12-18,Palm Jumeirah,Apartment,2,1519.0,True,3361000.0,150900.0
2020-12-18,Arabian Ranches,Apartment,3,1788.0,True,1824000.0,98000.0
2020-12-18,Business Bay,Apartment,2,1490.0,False,2571000.0,182500.0
2020-12-19,Arabian Ranches,Apartment,1,883.0,False,879000.0,48100.0
2020-12-19,Dubai South,Apartment,1,792.0,False,696000.0,50400.0
2020-12-19,Downtown Dubai,Apartment,0,522.0,False,1209000.0,61800.0
2020-12-19,Dubai South,Villa,4,3306.0,True,1800000.0,114900.0
2020-12-21,Jumeirah Lake Towers,Apartment,0,402.0,True,359000.0,24400.0
2020-12-21,Business Bay,Apartment,2,1215.0,False,2007000.0,123700.0
2020-12-21,Dubai South,Apartment,1,895.0,True,527000.0,46700.0
2020-12-21,Downtown Dubai,Townhouse,4,2840.0,False,5929000.0,309800.0
2020-12-21,Dubai South,Apartment,3,1507.0,False,1111000.0,84100.0
2020-12-22,Dubai Marina,Apartment,1,873.0,False,1188000.0,80800.0
2020-12-22,Dubai Marina,Apartment,1,891.0,False,1176000.0,82400.0
2020-12-22,Dubai Marina,Apartment,1,976.0,False,1440000.0,102200.0
2020-12-22,Jumeirah Lake Towers,Apartment,1,806.0,True,761000.0,60900.0
2020-12-23,Business Bay,Apartment,0,372.0,False,498000.0,30800.0
2020-12-23,Business Bay,Apartment,3,1612.0,False,2434000.0,155000.0
2020-12-23,Business Bay,Apartment,1,927.0,True,1453000.0,103800.0
2020-12-23,Dubai South,Apartment,1,982.0,False,577000.0,41800.0
2020-12-23,Dubai Hills Estate,Apartment,3,1643.0,False,2032000.0,124200.0
2020-12-24,Business Bay,Apartment,3,1496.0,False,1854000.0,124500.0
2020-12-24,Downtown Dubai,Apartment,0,663.0,False,1256000.0,65700.0
2020-12-25,International City,Townhouse,5,3712.0,False,1744000.0,186300.0
2020-12-25,Jumeirah Lake Towers,Apartment,1,931.0,False,1062000.0,89300.0
2020-12-25,Downtown Dubai,Apartment,0,492.0,False,987000.0,60500.0
2020-12-26,Palm Jumeirah,Villa,4,3271.0,True,7908000.0,389700.0
2020-12-26,Dubai Hills Estate,Apartment,2,1225.0,False,1629000.0,110100.0
2020-12-26,Jumeirah Village Circle,Apartment,1,895.0,False,658000.0,55300.0
2020-12-26,Palm Jumeirah,Apartment,0,440.0,False,1017000.0,47400.0
2020-12-26,Jumeirah Village Circle,Apartment,2,1322.0,True,904000.0,74500.0
2020-12-26,Downtown Dubai,Apartment,0,401.0,False,865000.0,42700.0
2020-12-27,Dubai Hills Estate,Villa,5,4125.0,False,5172000.0,278200.0
2020-12-27,Jumeirah Lake Towers,Apartment,3,1609.0,False,1687000.0,116300.0
2020-12-27,Dubai Marina,Apartment,0,441.0,False,649000.0,42400.0
2020-12-27,Downtown Dubai,Apartment,2,1346.0,False,2661000.0,165300.0
2020-12-27,International City,Apartment,3,1720.0,False,710000.0,68100.0
2020-12-28,Palm Jumeirah,Townhouse,4,3001.0,False,7173000.0,358700.0
2020-12-28,Jumeirah Village Circle,Apartment,2,1246.0,True,898000.0,63100.0
2020-12-28,Jumeirah Lake Towers,Apartment,2,1142.0,True,967000.0,69700.0
2021-01-01,Arabian Ranches,Apartment,0,496.0,True,413000.0,21400.0
2021-01-01,Dubai South,Apartment,1,1025.0,False,592000.0,40200.0
2021-01-01,Jumeirah Lake Towers,Apartment,1,836.0,True,592000.0,39000.0
2021-01-02,Business Bay,Apartment,1,716.0,True,1023000.0,55500.0
2021-01-02,Downtown Dubai,Apartment,2,1073.0,False,2299000.0,114800.0
2021-01-02,Jumeirah Lake Towers,Apartment,2,1023.0,False,920000.0,59200.0
2021-01-02,Jumeirah Village Circle,Apartment,0,514.0,False,436000.0,33500.0
2021-01-02,Arabian Ranches,Apartment,0,563.0,False,594000.0,29900.0
2021-01-02,Palm Jumeirah,Apartment,1,888.0,True,2242000.0,111400.0
2021-01-03,Downtown Dubai,Apartment,0,567.0,True,1202000.0,65300.0
2021-01-03,Dubai Marina,Apartment,2,1264.0,False,2265000.0,142700.0
2021-01-03,Arabian Ranches,Apartment,0,477.0,False,473000.0,28600.0
2021-01-03,Jumeirah Village Circle,Apartment,0,484.0,False,366000.0,26600.0
2021-01-03,Downtown Dubai,Apartment,3,1737.0,False,3155000.0,169200.0
2021-01-05,International City,Apartment,3,1656.0,False,776000.0,71800.0
2021-01-05,Arabian Ranches,Apartment,1,956.0,False,1118000.0,66700.0
2021-01-05,Dubai South,Apartment,2,1634.0,True,1135000.0,73200.0
2021-01-05,International City,Apartment,2,1291.0,False,486000.0,47100.0
2021-01-05,International City,Apartment,1,729.0,False,316000.0,32100.0
2021-01-06,International City,Townhouse,4,2925.0,False,1487000.0,126400.0
2021-01-06,Jumeirah Village Circle,Apartment,2,1413.0,False,1065000.0,81800.0
2021-01-06,Dubai Hills Estate,Apartment,1,671.0,True,806000.0,43000.0
2021-01-06,Palm Jumeirah,Apartment,2,1464.0,False,3562000.0,180600.0
2021-01-07,Dubai Hills Estate,Apartment,2,1338.0,False,2003000.0,107000.0
2021-01-07,International City,Apartment,3,1552.0,False,696000.0,61800.0
2021-01-07,Arabian Ranches,Apartment,1,893.0,False,948000.0,65000.0
2021-01-08,International City,Apartment,0,406.0,False,153000.0,16300.0
2021-01-08,Dubai South,Apartment,2,1204.0,True,888000.0,60900.0
2021-01-08,Jumeirah Village Circle,Apartment,3,1944.0,False,1353000.0,108000.0
2021-01-09,Dubai Hills Estate,Apartment,3,1725.0,False,2267000.0,127800.0
2021-01-10,Business Bay,Apartment,3,1820.0,False,3263000.0,236000.0
2021-01-10,Downtown Dubai,Apartment,1,813.0,True,1844000.0,95500.0
2021-01-10,Dubai Hills Estate,Apartment,2,1168.0,False,2163000.0,128900.0
2021-01-10,Palm Jumeirah,Apartment,3,2003.0,False,5588000.0,305900.0
2021-01-11,Jumeirah Lake Towers,Apartment,2,1242.0,False,1334000.0,92500.0
2021-01-11,Arabian Ranches,Apartment,1,808.0,False,865000.0,40900.0
2021-01-11,Arabian Ranches,Apartment,2,1579.0,False,2006000.0,104000.0
2021-01-12,Business Bay,Apartment,1,875.0,False,1442000.0,85900.0
2021-01-12,Arabian Ranches,Apartment,0,392.0,False,470000.0,23500.0
2021-01-12,Business Bay,Apartment,1,829.0,False,1433000.0,88200.0
2021-01-12,Business Bay,Apartment,2,1473.0,True,2498000.0,144600.0
2021-01-13,International City,Apartment,2,1328.0,False,549000.0,44500.0
2021-01-13,Dubai Hills Estate,Villa,6,3879.0,False,5841000.0,377300.0
2021-01-13,Arabian Ranches,Apartment,3,1569.0,False,1630000.0,99000.0
2021-01-14,Palm Jumeirah,Villa,5,3367.0,False,8371000.0,402500.0
2021-01-14,Dubai Hills Estate,Apartment,0,499.0,False,708000.0,39500.0
2021-01-14,Dubai South,Townhouse,5,3155.0,False,2046000.0,149500.0
2021-01-15,Jumeirah Village Circle,Apartment,2,1294.0,False,1124000.0,96600.0
2021-01-15,Jumeirah Village Circle,Apartment,1,1021.0,True,703000.0,50000.0
2021-01-15,Arabian Ranches,Apartment,1,680.0,False,772000.0,40200.0
2021-01-15,International City,Apartment,0,300.0,False,119000.0,9000.0
2021-01-15,Downtown Dubai,Apartment,3,1635.0,False,3470000.0,193400.0
2021-01-16,Palm Jumeirah,Apartment,0,390.0,True,934000.0,44500.0
2021-01-16,Dubai South,Apartment,3,1731.0,True,1050000.0,79500.0
2021-01-16,Business Bay,Apartment,2,973.0,True,1480000.0,101000.0
2021-01-16,Dubai Hills Estate,Apartment,3,1696.0,True,2036000.0,121700.0
2021-01-17,Business Bay,Apartment,2,1488.0,True,2703000.0,164300.0
2021-01-17,Dubai Hills Estate,Apartment,1,819.0,False,1102000.0,57700.0
2021-01-17,Dubai South,Apartment,3,1457.0,True,865000.0,62900.0
2021-01-18,Arabian Ranches,Apartment,3,1485.0,True,1490000.0,78500.0
2021-01-18,Dubai Marina,Apartment,2,1292.0,False,2589000.0,192000.0
2021-01-19,Downtown Dubai,Apartment,1,765.0,False,1437000.0,84400.0
2021-01-19,Business Bay,Apartment,2,1411.0,False,2127000.0,133200.0
2021-01-20,Dubai Marina,Apartment,1,874.0,False,1591000.0,94300.0
2021-01-20,International City,Apartment,0,300.0,False,120000.0,9700.0
2021-01-21,Jumeirah Village Circle,Apartment,0,560.0,True,465000.0,37000.0
2021-01-21,Palm Jumeirah,Apartment,1,685.0,True,2056000.0,86700.0
2021-01-21,Palm Jumeirah,Apartment,3,1961.0,True,4880000.0,241600.0
2021-01-21,Arabian Ranches,Apartment,2,1073.0,False,1203000.0,61300.0
2021-01-21,Jumeirah Lake Towers,Apartment,3,2176.0,False,3019000.0,198100.0
2021-01-21,Jumeirah Village Circle,Apartment,1,898.0,True,660000.0,51100.0
2021-01-22,Dubai South,Villa,5,4406.0,False,3797000.0,271200.0
2021-01-22,Dubai Hills Estate,Villa,5,3698.0,False,5472000.0,339800.0
2021-01-22,Jumeirah Village Circle,Apartment,3,1291.0,False,1097000.0,106000.0
2021-01-22,Downtown Dubai,Apartment,1,903.0,False,2071000.0,87800.0
2021-01-23,Dubai Hills Estate,Apartment,0,430.0,True,684000.0,42700.0
